what was elie wiesel 's father 's name	1
who is reba mcentire 's son	1
where did deion sanders play baseball	3
who did queen mary marry	4
where do most of the people live in japan	1
what episode did kate leave ncis	4
what school did sir isaac newton go to	2
who are the broncos players	2
what to do in venice beach ca	0
who did king tut married	4
who does jodelle ferland play in eclipse	4
who nikki reed play in twilight	4
where did kate middleton go to prep school	3
what kind of drugs does charlie sheen do	2
where is alex smith from	0
where do most chinese live	1
what city is the state capital of washington	0
who is the current president of china 2010	4
what is the name of book written by helen keller	1
what state did dwight d. eisenhower live in	3
what state is barack obama senator for	4
where was tupac born	0
who do derek fisher play for	2
what college did charles richard drew go to	3
what style of music did louis armstrong play	0
what 3 countries does mexico border	3
who did scarlett johansson married	4
who does maggie grace play in taken	4
when did shaq come to the nba	4
what time zone is the uk in right now	0
where do the san francisco giants play baseball	1
what a city in montana	1
when did the colts last win the superbowl	1
how much indiana jones movies are there	3
what school did burne hogarth establish	1
what countries are in the andean region	1
who played danielle rousseau on lost	3
what three countries does mexico border	3
what did rob kardashian get surgery for	1
where does the zambezi river end	0
which countries does russia border	3
what happened at fukushima daiichi nuclear plant	2
which countries are part of the united kingdom	1
who does queen elizabeth hair	4
what city was barack obama born in	1
where did richard nixon go to high school	3
what are the name of mitt romney sons	1
what 3 states border the pacific ocean	3
what country is beside france	3
what 's the national sport of puerto rico	0
who did julie andrews play in shrek	4
what county is heathrow airport in	1
what college did jeff corwin go to	3
what countries does armenia border	3
who is the president of brazil now	2
who does avril lavigne play in over the hedge	4
what kourtney kardashian baby girls name	1
who was rosemary clooney married to	4
where did sergio romo go to college	3
who voice acts peter griffin	4
who did howie long married	4
what countries does china border	3
when was the last time the san francisco giants won a world series	1
what middle school did barack obama attend	3
when was the last time the ny giants were in the super bowl	1
who is the current president of china 2010	4
what was the name of tecumseh brother	3
what language do the people in ghana speak	0
who won 2011 heisman trophy	2
where do the baltimore ravens play	0
what college did russell wilson go to	3
where did saki live	0
who did lamar odom sign with	3
who does kris humphries play for in the nba	2
where does the panama canal run through	0
what year did the houston rockets win their first championship	1
when was the last dallas cowboys super bowl win	1
what countries are around egypt	3
what was james madison 's job	2
what is yale university mascot	0
who was the general for the british in the revolutionary war	3
what major airport is near destin florida	1
who is nolan ryan married to	4
what are the three major rivers in south america	1
what kind of guitar does lindsey buckingham play	1
what country was theodor schwann born in	0
what music did beethoven composed	0
where did pres. obama go to school	2
where did dr. martin luther king jr. go to school	2
where is headquarters of verizon	2
who played mickey on days of our lives	2
where was obama educated	2
where does dr. sanjay gupta practice	3
who is playing bilbo in the hobbit movie	4
what college did jerry rice attend	3
in which city was president kennedy killed	1
what college did magic johnson go to	3
where did dr martin luther king get his doctorate	4
what college did magic johnson go to	3
what kind of cancer killed larry hagman have	1
what book did charles darwin write on evolution	1
what kind of cancer killed larry hagman have	1
what instrument does bela fleck play	2
where english is spoken in the world	0
where north dakota located	0
who is the current leader of cuba today	4
who does leia think her father is	1
who does dominic monaghan play in lord of the rings	4
what was marilyn monroe known for	0
who played as barney	4
what political party was lincoln	2
what is jackie kennedy famous for	2
what cities are in oakland county michigan	1
what 5 countries border romania	3
what language do haitian speak	0
what countries are the mediterranean	3
how many teams are there in the ncaa football	3
what countries include western europe	1
what team does hank baskett play for 2011 season	2
what are fun things to do in denver colorado	0
who did stephenie meyer play in twilight	2
who plays alan parrish in jumanji	4
where did joe montana go to high school	3
what high school did tim allen go to	3
what time zone am i in missouri	0
where to travel around sydney	0
what three continents touch the atlantic ocean	3
what time is world cup soccer	0
who is the governor of colorado 2009	4
what type of government does australia currently have	0
in what timezone is arizona	0
what is the name of justin bieber brother	3
what religion are people in russia	2
who will michael schumacher drive for in 2013	2
who was governor of texas in 2003	4
where do the san francisco giants play home games	1
what brand of guitar does steve vai play	1
what kind of cancer killed larry hagman have	1
where did lebron james go to highschool	2
what college did kevjumba	3
what company did verizon used to be	2
where did caroline kennedy go to school	2
what countries are part of nato	2
what teams has lionel messi played for	2
what county is novato california in	0
what do do in nashville tn	0
what movies did matt bomer play in	2
what blood disease does robin roberts have	0
what college did joakim noah attend	3
what do ethiopia import and export	2
what theme songs did alan thicke wrote	0
where did president eisenhower go to college	3
where donald trump went to college	3
where did laura ingalls wilder live	2
what group is aubrey o'day in	2
who was peter frampton married to	4
what professional baseball team did michael jordan play for	3
what education does jeff corwin have	2
who was the grandson of king david 's father	1
who is the new governor of florida 2011	4
where does manny pacquiao live	2
who is tony romo engaged to	4
who does lea michele dating in real life	4
what 4 countries make up great britain	1
when did michael schumacher win his first title	3
what is the dollar called in brazil	0
what was jack london 's education	2
what are five countries that border france	3
who does new zealand import from	2
what movies does johnny depp play in	2
what countries does the mississippi river run through	1
what college did matt schaub play for	3
what is the last movie brittany murphy made	3
where did nick clegg go to prep school	3
who is sherri shepherd 's new husband	4
who is the leader of syria now	4
what teams are left in the nfl	2
what characters does todd haberkorn voice	4
what college did matt schaub play for	3
what three countries does mexico border	3
what countries are on the mediterranean sea	3
what was lincoln 's wife 's name	3
what drugs were in whitney houston when she died	1
what events does stephanie rice compete in	2
when will oscar pistorius compete	2
when was the last dallas cowboys super bowl win	1
what college did steve jobs attend	3
when did michael schumacher win his first title	3
what time is nebraska now	0
who played danielle rousseau on lost	3
who are the colorado eagles	2
what is a city in belgium	1
what college did lil wayne graduated from	3
when was samuel pepys	0
what countries share borders with france	3
what state did dwight d. eisenhower live in	3
what is the name of the pittsburgh steelers head coach	0
where did jerry spinelli go to college	3
who is the senator of connecticut 2010	4
what college did michael jordan play basketball for	3
who is abraham descended from	0
who is the leader of japan right now	4
what is the last movie brittany murphy made	3
what country is russia close to	3
what is the last movie brittany murphy made	3
who is sherri shepherd 's new husband	4
who plays young john winchester in supernatural	4
what town was abe lincoln born in	1
what form of government does australia	0
what city uses gmt	1
who did the baltimore ravens draft in 2011	4
who was king or queen after victoria	1
where did lee corso go to college	3
what super bowls have the giants won	1
what movies has chris colfer been in	2
where did michael jordan play high school basketball	3
where did joe montana go to high school	3
where did matt barnes play	2
what college did drew bledsoe	3
which wife did king henry behead	4
who voiced darth vader in revenge of the sith	4
where did paul ryan live	2
where is auburn university at	0
where do the san francisco giants play baseball	1
what type of voting system does the uk have	0
what two countries share a border with the great lakes	1
who was king george v father	1
what movies has scarlett johansson played in	2
who was mary 's mother	1
what countries are in the baltic region	1
what continent is australia in	1
what airport fly into miami	3
which airport is closest to the city of chicago	1
what is a city in belgium	1
who has been married to julia roberts	4
what cities are in oakland county michigan	1
what party did paul keating belong to	2
what city has the largest population in mexico	1
when did sanchez leave usc	4
who is tia and tamera mowry parents	0
where did tennessee williams live	2
what company did mitt romney run	2
who was the secretary of state when richard nixon was president	4
what city was robert kennedy killed in	0
what year did lakers win their first championship	1
who was lincoln 's vice president when he died	1
where george washington carver go to school	2
who is ellen albertini dow	0
what movies has billy burke been in	2
who is the head coach of the chicago blackhawks	0
who is robert downey jr wife	4
where is downtown littleton	0
who has tim howard played for	2
who was the leader of the ussr in 1948	4
who married jessica simpson	4
which country uses euro as its main currency	1
where did sergio romo go to college	3
where does selena gomez live map	2
what countries are in the caribbean	1
what school did sergio romo go to	2
who won the governor election in puerto rico	4
what 4 countries make up great britain	1
what countries are on the mediterranean sea	3
when was the last time the oakland raiders won the super bowl	1
what teams are in the american league west	2
what airport is close to daytona beach florida	0
what countries did czechoslovakia become	2
what movies does zac efron star in	2
where did alex smith play high school football	3
who runs the cornelia marie now	2
who does zach galifianakis play in the hangover	4
what countries does britain own	1
when was the last time the oakland raiders won the super bowl	1
what are all the movies channing tatum has been in	2
which asian country has the biggest population	1
what college chris paul go to	3
what state was ronald reagan governor of	4
who is lamar odom playing for in 2012	2
what other movies is liam hemsworth in	2
where did emily murphy go to school	2
what state is harvard college located	1
who plays jacob black in the twilight movies	4
what college did lee corso attend	3
what country surrounds spain	3
what kind of guitar does lindsey buckingham play	1
who was real housewives brandi married to	4
what is the name of the main train station in san francisco	3
who was the first russian president	4
which airport is closest to the city of chicago	1
who are shakespeare 's siblings	2
where was joe biden a senator	4
what 4 countries make up great britain	1
what date did the san francisco giants win the world series	1
with which country does south africa border	3
which wife did king henry behead	3
who plays noah bennet	2
what war was george washington president during	2
what kind of guitar does lindsey buckingham play	1
what are the 5 countries in the united kingdom	1
who plays kermit in the muppets movie	4
who plays spike in buffy the vampire slayer	2
what kind of guitar does jemaine clement play	1
who is the current president of dominican republic 2011	4
who is the senator of the united states 2010	4
what team does ladainian tomlinson play 4	2
who the voice of peter griffin	4
where did jack johnson go to high school	3
what was walt disney 's first cartoon called	1
when was the last time the san francisco giants won a world series	1
what movies has taylor lautner	2
what was the name of frederick douglass book	1
which countries do germany border	3
what country is beside france	3
who was audrey hepburn 's husbands	3
what three continents touch the atlantic ocean	3
who drafted kevin garnett	2
what college did kevjumba	3
what is fresno state 's zip code	0
what is the biggest country in europe by population	1
who is the current president of china 2010	4
on which river is paris	1
where did president kennedy go to school	2
when last did real madrid win the champions league	1
who is the president of the european union 2011	4
who are the famous athletes in kenya	2
what college did james franco go to	3
what are major exports of the usa	2
where did william howard taft go to high school	3
who played marty mcfly 's dad	1
what state did al gore represent	3
what three countries does mexico border	3
where do the san francisco giants play home games	1
which states does the connecticut river flow through	1
who is liz lemon marrying on 30 rock	2
what famous people are from kansas city	0
who plays lola bunny in the looney tunes show	4
what channel does anderson cooper come on	3
who did elton john marry first	4
which states does the mississippi river pass through	1
who won the governor election in michigan	4
which countries does russia border	3
what religion does tom cruise follow	2
what is the laguna beach theme song	0
where is the country of armenia	0
who played lex luthor in the original superman	4
where did andrew young go to school	3
what is the parliament of canada called	2
what are the name of mitt romney sons	1
what two countries share a border with the great lakes	1
what is the current time in nigeria lagos	0
what college did lil wayne graduated from	4
what ball does rickie fowler play	2
who is kobe bryant dad	1
who is liz lemon getting married to	2
what continent do the falkland islands belong to	1
what was the title of the first book dr. seuss wrote	1
who the voice of jack skellington	4
where did andrew young go to school	3
who plays walter in fringe	4
what currency do i need in cuba	0
where do most of the people live in japan	1
what countries did queen victoria rule	2
what club did santi cazorla play for	2
what is the current leader of japan	4
what year did reggie bush get drafted	2
what country is next to russia	3
what did skinner believe	0
where did paul rudd go to high school	3
what currency to take to side turkey	0
when did joe walsh leave the eagles	4
who did wayne gretzky play 4	2
where is washington d.c. at	1
what is daniel radcliffe name in the woman in black	4
who played kitt in knight rider	4
what 5 countries border ethiopia	3
what do people go to amsterdam for	0
where is spain located what continent	0
where is st helens park nsw	0
what college did charles richard drew go to	3
where is portuguese language spoken	0
what to see in chicago downtown	1
what religion did the ottoman turks follow	2
what timezone is new mexico currently in	0
who was the general for the british in the revolutionary war	3
who does queen elizabeth hair	4
what airport do you fly into maui	1
what channel does anderson cooper come on	3
on which river is paris	1
who played anakin skywalker in phantom menace	4
who did jerry rice retire with	4
what super bowls have the giants won	1
what system of government is used in south korea	0
what year did dwayne wade came to the nba	2
where did charles drew go to high school	3
who won governor of indiana 2012	2
what was the name of william shakespeare 's children	0
where did kate middleton go to prep school	3
who plays young lex luthor in smallville	4
who was audrey hepburn 's husbands	3
what office does paul ryan hold	2
what other writers influenced charles dickens	0
what school did kurt vonnegut go to	2
what country surrounds spain	3
who makes lois griffin voice	4
what did nick clegg study at university	2
what team did kaka play for in 2009	2
what year was the cubs last world series	1
where was greenpeace an international environmental organization founded	0
what date did kennedy become president	4
what sport does rebecca adlington compete in	2
what date did the san francisco giants win the world series	1
who will michael schumacher drive for in 2013	2
what states does the missouri river touch	1
what is the money called in peru	0
who played marty mcfly 's dad	1
what year did allen iverson get married	2
what type of cancer did huell howser die of	1
what represents ghana	2
who is the president of ecuador in 2012	4
who is the governor of california 2010	4
what kind government does the us have	0
who did jason segel date	2
what state is rick santorum from	0
who plays the new michael myers	2
which three countries share a land border with cambodia	3
who played bernie focker	2
who does billy beane work for now	2
where did william howard taft go to high school	3
what college did joakim noah attend	3
what is the first book sherlock holmes appeared in	1
what countries are in the caribbean	1
who did joseph from the bible marry	2
who is queen elizabeth 1 father	1
who are the judges on the us supreme court	2
what region is manchester england	2
where did kate middleton go to prep school	3
where did alex smith play high school football	3
who plays john connor in terminator salvation	4
what cities are included in maricopa county	1
where did madoff live in nyc	3
what is the capital city of texas usa	0
who is the new governor of oregon	4
who plays stewie griffin 's voice	4
who is the voice of family guys meg griffin	4
who is neil patrick harris dating	4
where did jackie kennedy go to college	3
who plays jay adams in lords of dogtown	4
where did paul ryan attend college	3
what team did tim tebow play for in college	3
what country is beside france	3
what super bowls have the giants won	1
who played atticus finch in the movie	2
who does michael vick play for	2
what continent do the falkland islands belong to	1
who plays the voice of lois griffin on family guy	4
where do the broncos play	1
which wife did king henry behead	3
who does marion barber play 4	2
where did martin luther king junior go to college	3
where is azerbaijan	0
what city was kennedy shot	0
who does brandon dubinsky play for	2
what county is novato in	0
who is raquel welch 's daughter	1
who all has dated taylor swift	2
who did troy aikman play for	2
where did nick clegg go to prep school	3
where do the san francisco giants play baseball	1
where did sergio romo go to college	3
where did pope benedict xvi live	2
who played carl fredricksen in up	4
where did heidi klum and seal get married	4
what college did james franco go to	3
who is the current leader of china today	4
what team chris paul play for	2
what states does the connecticut river flow through	1
who did the cleveland browns draft	2
where is baybrook mall	2
what university did barack obama attend	3
what do tibetan people speak	0
what college did jeff corwin go to	3
where did kate middleton go to prep school	3
where did laura bush grow up	0
what is wentworth miller in	2
where did chef chuck hughes go to school	2
where did barack obama went to school	2
what movies does taylor lautner play in	2
what college did magic johnson go to	3
who is abraham maslow	0
who is andy williams brother	3
what language does people in netherlands speak	0
what city was barack obama born in	1
who played obi wan kenobi in phantom menace	4
what currency does jamaica accept	0
what college did kerry collins	3
where did henry hudson come from	0
what countries are in the baltic region	1
what team does plaxico burress play for	2
where did newt gingrich attend college	3
who is the leader of syria now	4
where did lauren conrad live	2
what team did tim tebow play for in college	3
what is bethenny frankel husband name	2
what was the roman political system	0
what war did george washington help win	2
what country is beside france	3
which college did barack obama attend	3
what type of music is scott joplin	0
what is the very first harry potter book	1
what is the name of dawn french 's first novel	1
where did pauley perrette go to college	3
what college did harry s. truman attend	3
what instrument does bela fleck play	2
what school did burne hogarth establish	1
what subatomic particles did jj thomson discover	3
what team is ronaldinho on	2
what year did lakers win their first championship	1
in which city was president kennedy killed	1
what does latin america consist of	1
who are the current senators from missouri	4
who was the original voice of meg on family guy	4
what team did deion sanders play for in baseball	3
when is the last time the chicago bulls won a championship	1
what schools did barack obama attend	2
when was mary poppins made	0
who did kat graham play in parent trap	4
who plays princess padme in star wars	2
where the queen of denmark lives	2
who played darth vader in the original star wars movies	4
what was the title of the first book dr. seuss wrote	1
what college did matt lauer attend	3
what movies did ron howard do	2
what to see in chicago downtown	1
what characters does seth macfarlane voice	4
what is the rainforest in peru called	1
what college did lee corso attend	3
what is a city in belgium	1
who does messi play with	2
what countries are the mediterranean	3
who won the presidential race in venezuela	4
which states share borders with virginia	3
who nominated anthony kennedy	2
with which country does south africa border	3
what countries are located in the netherlands	1
where does unesco operate	2
what are the two major religions in canada	2
which four states touch mexico	3
what is the currency of sweden called	0
what year did allen iverson get married	2
what year did baltimore ravens win the superbowl	1
when did the boston celtics win their first championship	1
where is the fukushima daiichi located	2
what continent do the falkland islands belong to	1
what characters does seth macfarlane play in family guy	4
what state was texaco gas founded	0
what city was barack obama born in	1
what language do they speak in argentina yahoo	0
what movies has scarlett johansson played in	2
when did babe ruth start playing baseball in the mlb	4
what are the biggest cities in illinois	1
what airport does southwest fly to in denver	3
who is francis bacon and what did he do	0
who is the elected governor of california	4
what city did obama grow up in	1
who was cleopatra married too	4
who is the president of ecuador in 2012	4
who does malcom floyd play for	2
who was the general for the british in the revolutionary war	3
what state is kaplan university online located	2
what is the political system of nigeria	0
what 4 countries make up great britain	1
what countries are in the andean region	1
what subatomic particles did jj thomson discover	3
when was the last time the kansas city chiefs won a superbowl	1
when did jennifer lopez start on in living color	4
what year was the cubs last world series	1
who plays lois griffin in family guy	4
what city did elvis presley grew up in	0
who did tyson chandler play for	2
where did jrr tolkien live	2
what high school did president bill clinton attend	3
what state did romney governor	4
when was the last time the kansas city chiefs won a superbowl	1
what type of music is tchaikovsky	0
what is charlie sheen 's dad 's name	1
where does avril lavigne live now	2
who does obama look up to	0
who did howie long married	4
what party was winston churchill in politics	2
what continent is greenland located	1
who was mary 's mother	1
who tom cruise been married to	4
where did al capone go to jail	2
which country has adopted the euro as its currency ( 1 point )	1
who did warren moon play for	2
when did michael schumacher win his first title	3
who plays stacey in zoey 101	4
what political party was adolf hitler from	2
where is merrell shoes headquarters	2
what country is located in the balkan peninsula	1
what character did liv tyler play in lord of the rings	4
who does david beckham play for in 2012	2
who played elaine 's boyfriend on seinfeld	2
where was abraham buried	0
who played dumbledore in the first movie	4
where did brad paisley graduate from college	4
who the voice of lois griffin	4
what countries does the mississippi river run through	1
what football teams did emmitt smith play for	2
what team did john madden play football for	2
what films have taylor lautner been in	2
in what modern country is the yucatan peninsula located	1
who is the new governor of florida 2011	4
what countries are on the mediterranean sea	3
where is oceania on a map	0
what type of political system does russia have	0
what countries was the vietnam war between	2
what college did peyton manning	3
what city has the largest population in mexico	1
when did the new york mets start playing baseball	0
who is playing hawkeye in the avengers movie	4
what is the name of the pittsburgh steelers stadium	2
what magazine did edgar allan poe work for	2
who is liz lemon getting married to	2
where did frank baum live	2
when did barry zito won the cy young	4
who all has jason kidd played for	2
who is the leader of the dominican republic 2011	4
when did ny giants win the superbowl	1
what three continents touch the atlantic ocean	3
what disease did abe lincoln have	0
what instrument does bela fleck play	2
which airport to fly in rome	3
who plays walter in fringe	4
what county is heathrow airport in	1
what is the zip code for morgantown in	0
what airport does southwest fly to in denver	3
when did the boston celtics win their first championship	1
who is julia roberts married to 2012	4
what year did yankees win their first world series	1
who was the general for the british in the revolutionary war	3
what movies has chris colfer been in	2
what countries fall in eastern europe	1
which island in greece	1
what type of political system does north korea have	0
who was the leader of the ussr in 1948	4
who was phil harris married to	4
what airport does southwest fly to in denver	3
what has lucy hale played in	2
when did mcgee start on ncis	4
what primary school did sir isaac newton go to	3
what are the mountains in peru called	3
what team is ronaldinho on	2
where do the san francisco giants play baseball	1
from which university did president obama receive his bachelor 's degree	4
where the french language come from	0
which states touch canadian soil	3
where did robbie hummel go to high school	3
who plays faramir in lord of the rings	4
what countries does germany share borders with	3
when did michael schumacher win his first title	3
what school did cassie bernall go to	2
what did martin luther do	0
what college did matt lauer attend	3
where did roger moore live	2
what city uses gmt	1
what airport is in kauai hawaii	1
what year did the mets win their first world series	1
where was joe biden a senator	4
who wore the darth vader suit in revenge of the sith	4
where is universal studios california theme park	1
what party is bloomberg affiliated with	2
where did joe namath attend college	3
what all does stan kroenke own	0
who are the current senators from missouri	4
who was the voice of simba	4
where did david duke go to college	3
what is the very first harry potter book	1
where does the uk import from	2
where do most of the people live in japan	1
where did newt gingrich attend college	3
what religion are people in russia	2
what country is the grand bahama island in	1
what college did matt lauer attend	3
what is the name of book written by helen keller	1
when did the ny knicks last win a championship	1
who won governor race in indiana	4
what brand of guitar does steve vai play	1
what countries does the mississippi river run through	1
who was vice president under ronald reagan	0
what countries are the mediterranean	3
what movie did rihanna play in	2
what episode did kate leave ncis	4
what college did joe namath go to	3
who is the governor of kentucky 2012	2
where does dr. sanjay gupta practice	3
where was dwight howard born	0
who was the wife of king edward vii	3
what book did john steinbeck wrote about the people in the dust bowl	1
who does messi play with	2
when did the ny knicks last win a championship	1
who has the voice of stewie griffin	4
who is andy williams brother	3
what type of cancer did donna summer died from	1
what college did russell wilson go to	3
what countries are in the caribbean	1
where did charles drew go to college	3
who is the governor of california 2010	4
what university did bill clinton graduated from	4
what type of government system does saudi arabia have	0
who was johnny cash 's first wife	4
which countries border the baltic sea	3
who was reese witherspoon married too	3
what are the major religions in poland	2
who is mexico 's president right now 2011	4
who does paul walker play in fast and furious	4
which team does ronaldinho play for	2
who was king or queen after victoria	1
who plays meg in family guy	4
who is robert downey jr wife	3
who was elected president of the philippines	4
where was alice walker born	0
what colleges did alice walker attend	3
what colony is john adams from	3
who plays lois in family guy	4
what countries are in the caribbean	1
who married jessica simpson	4
what airport is closest to downtown toronto	4
what teams has lionel messi played for	2
what year did dwight howard won the slam dunk contest	4
what state did romney governor	4
what is the government of spain today	0
what is the name of walt disney 's son	1
what continent is greenland located	1
what college did joakim noah attend	3
what kind of drugs does charlie sheen do	2
what countries are located in the netherlands	1
when last did real madrid win the champions league	1
what wars have france been involved in	2
what county is lancaster ca located in	0
where did president eisenhower go to college	3
what team did kobe bryant play for first	2
what team did mike piazza retire with	4
who is robert downey jr wife	3
who won governor of indiana 2012	2
which wife did king henry behead	4
what kourtney kardashian baby girls name	1
where did neil gaiman grow up	0
who is kobe bryant dad	1
what films did patrick swayze star in	2
what are all the countries in nato	2
what awards has morgan freeman won	2
who is the current president of china 2010	4
what city was nelson mandela born in	1
what did writers of the harlem renaissance write about	1
who has been married to julia roberts	4
what professional baseball team did michael jordan play for	3
where donald trump went to college	3
where was the battle of verdun ww1	0
who played todd manning on one life to live	4
where did drew stanton play in college	3
in what city did machiavelli live	3
who was the colts coach in 2011	2
what college did jeff corwin go to	3
what season did jason priestley leave 90210	4
where do the san francisco giants play home games	1
what countries does armenia border	3
what college did joakim noah attend	3
who was reese witherspoon married too	3
who is chris cooley married to	4
what countries are in the andean region	1
what did fred davis do	0
who was arthur miller father	1
where is st louis cardinals stadium	1
where is the sistine chapel by michelangelo	1
where george washington carver go to school	2
what country surrounds spain	3
what year did steve nash play for the mavericks	4
what happened to daddy yankee	2
what did mitch hedberg od on	1
who is reba mcentire 's son	1
what colony is john adams from	3
who will play clary in city of bones	4
who voices anakin in the clone wars	4
what is the first book sherlock holmes appeared in	1
what airport is in kauai hawaii	1
where did jesse james die	0
what book did john steinbeck wrote about the people in the dust bowl	1
what highschool did bill gates graduated from	3
what team does drogba play for 2013	2
what is cher 's son 's name	1
when did jennifer lopez start on in living color	4
where did drew stanton play in college	3
on which river is paris	1
what season did jason priestley leave 90210	3
what 5 countries border ethiopia	3
what is the last movie brittany murphy made	3
what character did natalie portman play in star wars	4
who was the general for the british in the revolutionary war	3
what is there to see near the grand canyon	0
what 5 countries border ethiopia	3
who plays the voice of meg in family guy	4
who was the president of the us in 1971	4
what are the major imports and exports of canada	2
what city uses gmt	1
what university did tony romo go to	3
what college did jerry rice attend	3
who does michael vick play for	2
where do most chinese live	1
what college did peyton manning	3
what team did ronaldo play for	4
who plays lola bunny on the looney tunes show	4
which airport to fly in rome	3
in what city did machiavelli live	3
what did kellie martin play on	2
where did kate middleton go to prep school	3
how many teams are there in the ncaa football	3
where is arabic the official language	1
who played mickey on days of our lives	2
where does bill richardson live	2
where donald trump went to college	3
where did jerry spinelli go to college	3
who did james franco play on general hospital	4
what movies did james franco play in	2
which countries border the baltic sea	3
on which river is paris	1
what children 's books did suzanne collins wrote	1
which ocean does the murray river flow into	1
what airport do you fly into maui	1
what other countries share a border with china	3
what did roald dahl write	0
who plays jason gideon	2
when did joe walsh leave the eagles	4
what is south america made up of	1
where did john howard live	2
when did tom brady join the patriots	4
what was walt disney 's first cartoon called	1
what college did russell wilson go to	3
how many teams are there in the ncaa football	3
which three countries share a land border with cambodia	3
what sport do the toronto maple leafs play	2
who is garrett pretty little liars	4
what continent is greenland located	1
when was the last time the san francisco giants won a world series	1
what films has kristen stewart starred in	2
where did charles drew go to high school	3
who was josh groban in crazy stupid love	4
what system of government is used in the united states of america	0
what prep school did romney attend	3
what season did jason priestley leave 90210	3
where did david duke go to college	3
what language do they speak thailand	0
what movies does leo howard play in	2
who plays jay adams in lords of dogtown	4
what year did lakers win their first championship	1
who played wesley crusher on star trek the next generation	4
what movies has halle berry starred in	2
who is the falcons quarterback 2012	4
what political party was lincoln	2
where did martin luther king junior go to college	3
what bass does jared followill use	1
when did michael schumacher win his first title	3
what middle school did barack obama attend	3
where did isaac newton go to high school	3
who is julia roberts married to 2012	4
where are they now jessica mcclure	2
who is playing jason morgan on general hospital	4
which country has adopted the euro as its currency ( 1 point )	1
who played giles on buffy the vampire slayer	4
who plays meg in family guy	4
who plays edward elric	2
what movie did rihanna play in	2
who does danneel harris play on one tree hill	4
who did mario lopez just marry	4
what are the four nations of the uk	1
where is american express located	2
what guitar did andres segovia use	0
when countries joined the european union	2
what does canada export and import the most	2
what college did kerry collins	3
when is the last time the chicago bulls won a championship	1
what continent is greenland located	1
what did ron howard direct	3
who was the secretary of state when richard nixon was president	4
which asian country has the biggest population	1
what is illinois state bird	4
what is the boston celtics current roster	2
who played wesley crusher on star trek the next generation	4
what 6 states border south dakota	3
what to see and do in malta	0
who is chris cooley married to	4
what state did woodrow wilson represent	3
who invented arabic alphabet	0
who does avril lavigne play in over the hedge	4
which wife did king henry behead	4
what country is located in the balkan peninsula	1
who was tex beneke	0
who has the voice of stewie griffin	4
where did drew stanton play in college	3
where did brad paisley graduate from college	3
where in georgia does usher live	3
what are the mountains in peru called	3
who is marilyn monroe and why is she famous	0
what college did jeff corwin go to	3
what kind of money in aruba	0
what are the four nations of the uk	1
where is washington d.c. at	1
what is the last movie brittany murphy made	3
what does china border	2
what school did tupac go to	2
what 6 states border south dakota	3
what movies gerard butler in	2
where did jackie kennedy go to college	3
who did bryce dallas howard play in eclipse	4
what major airport is near destin florida	1
who is steven seagal sister	3
what language do u speak in egypt	0
what was eli whitney education	2
where did heidi klum and seal get married	4
who is nina dobrev playing in perks of being a wallflower	4
who did scarlett johansson married	4
what character did liv tyler play in lord of the rings	4
what voice does hank azaria do on the simpsons	4
where was president lyndon johnson from	0
what brand of guitar does steve vai play	1
what was jesse james wife name	4
where did matthias schleiden go to school	2
where donald trump went to college	3
what role did tom cruise play in endless love	4
what movies did zoe saldana play in	2
where did matt barnes play	2
what countries does armenia border	3
where is the bank of america pavilion	0
who is the 2011 heisman trophy winner	2
what country did marco polo come from	0
what college did matt schaub play for	3
what countries are included in the netherlands	1
where is art smith from	0
what book did charles darwin write on evolution	1
what movies did diana ross play in	2
where did elvis presley live before he died	2
what degree did martin luther king get	2
what character did john noble play in lord of the rings	4
what is the last movie brittany murphy made	3
who founded the sisters of saint joseph	0
what airport do you fly into maui	1
who is the current leader of cuba today	4
where did rihanna grow up	0
where was lance armstrong born and in what year	0
what college did joakim noah attend	3
what movies did diana ross play in	2
what is the capital city of germany now	0
who is reba mcentire 's son	1
what continent does the amazon river flow through	1
where does ryan lochte live now	2
what did kellie martin play on	2
what was the name of frederick douglass book	1
who is golfer dustin johnson dating	4
who is lamar odom married too	2
where did joe namath attend college	3
where is arabic the official language	1
who was the first russian president	4
who does christine gregoire represent	2
where did buzz williams go to college	3
where did president eisenhower go to college	3
who did deborah sampson married	4
what country is the grand bahama island in	1
who played elaine 's boyfriend on seinfeld	2
who plays sam in anger management	4
who is kristen stewart parents	0
who does jamie campbell bower play in breaking dawn	4
who does joakim noah play for	2
who plays dante falconeri	2
who is ruling tunisia now	4
who was the real erin brockovich	0
what college did kris humphries play for	2
what is the president of brazil	4
what city was woodstock held in	1
who plays stewie griffin 's voice family guy	4
what all countries are in south america	1
who is paul mccartney 's current wife	4
who was king tut 's wife	4
who was real housewives brandi married to	4
who plays effy in skins uk	4
what country do they speak farsi	0
who is the leader of japan right now	4
what characters does seth macfarlane play in family guy	4
who does marion barber play 4	2
where is washington d.c. at	1
what songs does katherine jenkins sing	2
who was mary 's mother	1
where is basque located	0
what drugs does charlie sheen do	2
who plays claudia joy on army wives	4
what group is aubrey o'day in	2
what football teams did emmitt smith play for	2
where did isaac newton go to high school	3
what was lincoln 's wife 's name	3
who does paul wesley play in 24	4
what 3 states border the pacific ocean	3
what year did the mets win their first world series	1
which countries border lake victoria	3
what was the name of tecumseh brother	3
what is the hawaii time zone	0
